OUI,Manufacturer,Country
001E4D,"Welkin Sciences, LLC",US
001E4B,City Theatrical,US
001E4A,"Cisco Systems, Inc",US
001E3C,Lyngbox Media AB,SE
001E0D,Micran Ltd.,RU
001E09,"ZEFATEK Co.,LTD",KR
001E06,WIBRAIN,KR
001E0C,"Sherwood Information Partners, Inc.",US
001E02,"Sougou Keikaku Kougyou Co.,Ltd.",JP
001E01,"Renesas Technology Sales Co., Ltd.",JP
001DFF,Network Critical Solutions Ltd,GB
001E5F,"KwikByte, LLC",US
001E5B,"Unitron Company, Inc.",US
001E5E,COmputime Ltd.,HK
001E76,Thermo Fisher Scientific,US
001E72,PCS,FR
001E69,Thomson Inc.,US
001DEE,NEXTVISION SISTEMAS DIGITAIS DE TELEVISÃO LTDA.,BR
001DEA,Commtest Instruments Ltd,NZ
001DDD,DAT H.K. LIMITED,HK
001DE4,Visioneered Image Systems,US
001E00,Shantou Institute of Ultrasonic Instruments,CN
001DF3,"SBS Science & Technology Co., Ltd",CN
001E23,"Electronic Educational Devices, Inc",US
001E13,"Cisco Systems, Inc",US
001E2C,CyVerse Corporation,JP
001E26,Digifriends Co. Ltd,KR
001D89,VaultStor Corporation,US
001D86,Shinwa Industries(China) Ltd.,CN
001D88,Clearwire,US
001D81,"GUANGZHOU GATEWAY ELECTRONICS CO., LTD",CN
001D76,Eyeheight Ltd.,GB
001D7A,"Wideband Semiconductor, Inc.",US
001D68,Thomson Telecom Belgium,BE
001D61,BIJ Corporation,JP
001D5C,"Tom Communication Industrial Co.,Ltd.",JP
001DE2,Radionor Communications,NO
001DD7,Algolith,CA
001DC9,GainSpan Corp.,US
001DC7,L-3 Communications Geneva Aerospace,US
001DBC,"Nintendo Co., Ltd.",JP
001D66,Hyundai Telecom,KR
001D77,NSGate,RU
001DA2,"Cisco Systems, Inc",US
001D99,"Cyan Optic, Inc.",US
001D9B,"Hokuyo Automatic Co., Ltd.",JP
001DB6,"BestComm Networks, Inc.",US
001DAC,Gigamon Systems LLC,US
001D4E,TCM Mobile LLC,US
001D49,Innovation Wireless Inc.,TW
001D46,"Cisco Systems, Inc",US
001D48,Sensor-Technik Wiedemann GmbH,DE
001D47,Covote GmbH & Co KG,DE
001D41,Hardy Instruments,US
001CE6,INNES,FR
001CE1,"INDRA SISTEMAS, S.A.",ES
001CE0,DASAN TPS,KR
001D11,Analogue & Micro Ltd,GB
001D12,"ROHM CO., LTD.",JP
001D03,Design Solutions Inc.,US
001D3D,Avidyne Corporation,US
001D3C,Muscle Corporation,JP
001D3A,mh acoustics LLC,US
001D35,Viconics Electronics Inc.,CA
001D31,"HIGHPRO INTERNATIONAL R&D CO,.LTD.",TW
001CD9,GlobalTop Technology Inc.,TW
001CDA,Exegin Technologies Limited,CA
001CD2,King Champion (Hong Kong) Limited,HK
001CF9,"Cisco Systems, Inc",US
001CF1,"SUPoX Technology Co. , LTD.",TW
001CF3,EVS BROADCAST EQUIPMENT,BE
001CF4,Media Technology Systems Inc,US
001D26,Rockridgesound Technology Co.,CN
001D21,Alcad SL,ES
001D1C,Gennet s.a.,GR
001D15,"Shenzhen Dolphin Electronic Co., Ltd",CN
001D16,SFR,FR
001D56,Kramer Electronics Ltd.,IL
001C90,Empacket Corporation,JP
001C8E,Alcatel-Lucent IPD,US
001C8F,"Advanced Electronic Design, Inc.",US
001C88,TRANSYSTEM INC.,TW
001CA9,Audiomatica Srl,IT
001C99,Shunra Software Ltd.,IL
001C9B,FEIG ELECTRONIC GmbH,DE
001C95,Opticomm Corporation,US
001C97,"Enzytek Technology Inc.,",TW
001C58,"Cisco Systems, Inc",US
001C5A,Advanced Relay Corporation,US
001C4F,MACAB AB,SE
001C4E,TASA International Limited,CN
001C6E,"Newbury Networks, Inc.",US
001C6B,COVAX  Co. Ltd,JP
001C69,Packet Vision Ltd,GB
001C65,"JoeScan, Inc.",US
001C5F,"Winland Electronics, Inc.",US
001C3D,WaveStorm,FR
001C2D,FlexRadio Systems,US
001C86,"Cranite Systems, Inc.",US
001C7F,Check Point Software Technologies,IL
001C78,WYPLAY SAS,FR
001CCE,By Techdesign,ES
001CB9,"KWANG SUNG ELECTRONICS CO., LTD.",KR
001C4B,"Gener8, Inc.",US
001C40,VDG-Security bv,NL
001C3A,"Element Labs, Inc.",US
001CA3,Terra,LT
001CA6,Win4NET,KR
001BCA,Beijing Run Technology LTD. Company,CN
001BCC,"KINGTEK CCTV ALLIANCE CO., LTD.",TW
001BC8,"MIURA CO.,LTD",JP
001BC1,"HOLUX Technology, Inc.",TW
001BBC,"Silver Peak Systems, Inc.",US
001C1E,emtrion GmbH,DE
001C18,Sicert S.r.L.,IT
001C1A,"Thomas Instrumentation, Inc",US
001C0E,"Cisco Systems, Inc",US
001C13,"OPTSYS TECHNOLOGY CO., LTD.",KR
001BF4,KENWIN INDUSTRIAL(HK) LTD.,
001BF9,Intellitect Water Ltd,GB
001BFA,G.i.N. mbH,DE
001BF3,TRANSRADIO SenderSysteme Berlin AG,DE
001BDB,Valeo VECS,FR
001BD8,FLIR Systems Inc,US
001BD4,"Cisco Systems, Inc",US
001BD0,IDENTEC SOLUTIONS,DE
001BCD,DAVISCOMMS (S) PTE LTD,SG
001BDE,"Renkus-Heinz, Inc.",US
001BAB,"Telchemy, Incorporated",US
001BAE,"Micro Control Systems, Inc",US
001BA8,"UBI&MOBI,.Inc",KR
001C2C,Synapse,US
001C21,Nucsafe Inc.,US
001C0B,SmartAnt Telecom,TW
001C08,"Echo360, Inc.",US
001BA0,Awox,FR
001B42,Wise & Blue,KR
001B35,"ChongQing JINOU Science & Technology Development CO.,Ltd",CN
001B36,"Tsubata Engineering Co.,Ltd. (Head Office)",JP
001B39,Proxicast,US
001B3B,"Yi-Qing CO., LTD",TW
001B51,Vector Technology Corp.,TW
001B54,"Cisco Systems, Inc",US
001B4A,"W&W Communications, Inc.",US
001B44,SanDisk Corporation,US
001B46,"Blueone Technology Co.,Ltd",CN
001B40,Network Automation mxc AB,SE
001B79,FAIVELEY TRANSPORT,FR
001B71,Telular Corp.,US
001B73,DTL Broadcast Ltd,GB
001B20,TPine Technology,TW
001B1C,Coherent,US
001B22,Palit Microsystems ( H.K.) Ltd.,HK
001B19,IEEE I&M Society TC9,US
001B65,"China Gridcom Co., Ltd",CN
001B64,"IsaacLandKorea Co., Ltd,",KR
001B97,Violin Technologies,US
001B88,Divinet Access Technologies Ltd,IN
001B83,Finsoft Ltd,GB
001B81,"DATAQ Instruments, Inc.",US
001B7D,CXR Anderson Jacobson,FR
001B26,RON-Telecom ZAO,RU
001AA8,"Mamiya Digital Imaging Co., Ltd.",JP
001A99,"Smarty (HZ) Information Electronics Co., Ltd",CN
001A96,ECLER S.A.,ES
001AFA,"Welch Allyn, Inc.",US
001AF7,dataschalt e+a GmbH,DE
001AF3,Samyoung Electronics,KR
001AEF,"Loopcomm Technology, Inc.",TW
001AEC,"Keumbee Electronics Co.,Ltd.",KR
001AA9,"FUJIAN STAR-NET COMMUNICATION CO.,LTD",CN
001A8C,Sophos Ltd,GB
001A91,FusionDynamic Ltd.,IL
001AB9,PMC,FR
001ABA,Caton Overseas Limited,CN
001AB3,VISIONITE INC.,KR
001ACA,Tilera Corporation,US
001B13,Icron Technologies Corporation,CA
001B0F,Petratec,IL
001AD1,"FARGO CO., LTD.",KR
001A15,gemalto e-Payment,FR
001A0D,"HandHeld entertainment, Inc.",US
001A0E,"Cheng Uei Precision Industry Co.,Ltd",CN
001A84,V One Multimedia Pte Ltd,SG
001A7B,"Teleco, Inc.",US
001A6D,"Cisco Systems, Inc",US
001A6E,Impro Technologies,ZA
001A6C,"Cisco Systems, Inc",US
001A3E,Faster Technology LLC,US
001A3A,Dongahelecomm,KR
001A3B,Doah Elecom Inc.,KR
001A3C,Technowave Ltd.,JP
001A40,"A-FOUR TECH CO., LTD.",TW
001A30,"Cisco Systems, Inc",US
001A36,Aipermon GmbH & Co. KG,DE
001A26,Deltanode Solutions AB,SE
001A25,DELTA DORE,FR
001A46,"Digital Multimedia Technology Co., Ltd",KR
001A4A,Qumranet Inc.,US
001A63,"Elster Solutions, LLC,",US
001A59,Ircona,IE
0019FE,"SHENZHEN SEECOMM TECHNOLOGY CO.,LTD.",CN
0019FD,"Nintendo Co., Ltd.",JP
0019ED,Axesstel Inc.,US
0019F6,Acconet (PTE) Ltd,SG
0019CD,Chengdu ethercom information technology Ltd.,CN
0019D9,Zeutschel GmbH,DE
0019CA,"Broadata Communications, Inc",US
0019D3,TRAK Microwave,US
0019C3,Qualitrol,GB
0019BE,Altai Technologies Limited,HK
0019B4,Intellio Ltd,HU
0019BA,Paradox Security Systems Ltd,CA
001980,Gridpoint Systems,CA
001983,CCT R&D Limited,HK
00197F,"PLANTRONICS, INC.",US
001A01,Smiths Medical,US
00198A,Northrop Grumman Systems Corp.,US
001989,Sonitrol Corporation,US
0019A1,LG INFORMATION & COMM.,KR
0019A8,WiQuest Communications,US
00197A,MAZeT GmbH,DE
001978,"Datum Systems, Inc.",US
00191D,"Nintendo Co., Ltd.",JP
001924,LBNL  Engineering,US
00191A,IRLINK,KR
001916,PayTec AG,CH
001950,Harman Multimedia,US
00194C,"Fujian Stelcom information & Technology CO.,Ltd",CN
00194A,TESTO AG,DE
001939,Gigamips,KR
00193A,OESOLUTIONS,KR
00192F,"Cisco Systems, Inc",US
001922,CM Comandos Lineares,BR
001968,Digital Video Networks(Shanghai) CO. LTD.,CN
00196D,"Raybit Systems Korea, Inc",KR
001970,"Z-Com, Inc.",TW
00190E,"Atech Technology Co., Ltd.",TW
001960,"DoCoMo Systems, Inc.",JP
00195A,Jenaer Antriebstechnik GmbH,DE
001905,SCHRACK Seconet AG,AT
001907,"Cisco Systems, Inc",US
0018C6,OPW Fuel Management Systems,US
0018C3,CS Corporation,KR
0018CA,Viprinet GmbH,DE
0018C7,Real Time Automation,US
0018BB,Eliwell Controls srl,IT
0018BF,"Essence Technology Solution, Inc.",TW
0018FB,Compro Technology,TW
0018EE,"Videology Imaging Solutions, Inc.",US
0018EB,Blue Zen Enterprises Private Limited,IN
001870,E28 Shanghai Limited,CN
001872,Expertise Engineering,US
001874,"Cisco Systems, Inc",US
001869,KINGJIM,JP
0018E2,Topdata Sistemas de Automacao Ltda,BR
0018DC,"Prostar Co., Ltd.",KR
0018D1,Siemens Home & Office Comm. Devices,US
0018D0,"AtRoad,  A Trimble Company",US
0018D2,High-Gain Antennas LLC,US
0018D3,TEAMCAST,FR
00188F,"Montgomery Technology, Inc.",US
001884,Fon Technology S.L.,ES
001880,Maxim Integrated Products,US
00187C,"INTERCROSS, LLC",RU
0018B9,"Cisco Systems, Inc",US
0018B8,New Voice International AG,CH
0018A1,"Tiqit Computers, Inc.",US
001896,Great Well Electronic LTD,US
001890,"RadioCOM, s.r.o.",SK
0018AA,Protec Fire Detection plc,GB
001810,IPTrade S.A.,BE
001804,E-TEK DIGITAL TECHNOLOGY LIMITED,
001809,CRESYN,KR
001861,"Ooma, Inc.",US
001855,Aeromaritime Systembau GmbH,DE
001851,SWsoft,US
001856,"EyeFi, Inc",US
00184E,"Lianhe Technologies, Inc.",TW
00184C,Bogen Communications,US
001812,"Beijing Xinwei Telecom Technology Co., Ltd.",CN
00180B,Brilliant Telecommunications,US
001800,UNIGRAND LTD,TW
0017FC,Suprema Inc.,KR
0017FD,Amulet Hotkey,GB
0017FB,FA,KR
0017D8,"Magnum Semiconductor, Inc.",US
0017DA,Spans Logic,US
00185B,"Network Chemistry, Inc",US
001841,High Tech Computer Corp,TW
001826,Cale Access AB,SE
00182D,Artec Design,EE
00182A,Taiwan Video & Monitor,TW
00183B,"CENITS Co., Ltd.",KR
00183C,Encore Software Limited,IN
001819,"Cisco Systems, Inc",US
00175C,SHARP CORPORATION,JP
001759,"Cisco Systems, Inc",US
001754,Arkino HiTOP Corporation Limited,TW
001752,"DAGS, Inc",KR
001756,Vinci Labs Oy,FI
001790,"HYUNDAI DIGITECH Co, Ltd.",KR
001791,LinTech GmbH,DE
001795,"Cisco Systems, Inc",US
001799,SmarTire Systems Inc.,CA
00177F,Worldsmart Retech,AU
00175F,"XENOLINK Communications Co., Ltd.",KR
001774,Elesta GmbH,DE
001777,Obsidian Research Corporation,CA
00176A,Avago Technologies,US
001786,wisembed,KR
001782,LoBenn Inc.,CA
00176B,"Kiyon, Inc.",US
001778,Central Music Co.,CN
0017B3,Aftek Infosys Limited,IN
0017A2,Camrivox Ltd.,GB
00179D,Kelman Limited,GB
0017CF,iMCA-GmbH,DE
0017B9,Gambro Lundia AB,SE
00171E,Theo Benning GmbH & Co. KG,DE
001712,ISCO International,US
00170D,Dust Networks Inc.,US
00170C,Twig Com Ltd.,FI
00170B,"Contela, Inc.",KR
00170F,"Cisco Systems, Inc",US
001704,"Shinco Electronics Group Co.,Ltd",CN
00172D,Axcen Photonics Corporation,TW
001724,Studer Professional Audio GmbH,CH
001707,"InGrid, Inc",US
001702,"Osung Midicom Co., Ltd",KR
0016D8,Senea AB,SE
0016D6,TDA Tech Pty Ltd,AU
0016D5,"Synccom Co., Ltd",KR
001741,DEFIDEV,FR
001738,International Business Machines,IL
0016F7,"L-3 Communications, Aviation Recorders",US
0016A1,3Leaf Networks,US
0016A4,Ezurio Ltd,GB
001699,Tonic DVB Marketing Ltd,HK
00169B,Alstom Transport,FR
001690,J-TEK INCORPORATION,TW
001698,T&A Mobile Phones,CN
001696,QDI Technology (H.K.) Limited,CN
001661,Novatium Solutions (P) Ltd,IN
001664,Prod-El SpA,IT
00165E,Precision I/O,US
001658,Fusiontech Technologies Inc.,TW
001653,LEGO System A/S IE Electronics Division,DK
001652,"Hoatech Technologies, Inc.",TW
001650,Kratos EPD,IL
001666,Quantier Communication Inc.,TW
001662,Liyuh Technology Ltd.,TW
001680,Bally Gaming + Systems,US
001681,Vector Informatik GmbH,DE
00BAC0,Biometric Access Company,US
0016AB,Dansensor A/S,DK
0016A5,Tandberg Storage ASA,
0016C9,"NAT Seattle, Inc.",US
0016C6,North Atlantic Industries,US
0016D2,Caspian,US
0016BE,"INFRANET, Inc.",KR
001685,Elisa Oyj,FI
0015FA,"Cisco Systems, Inc",US
0015FC,Littelfuse Startco,CA
0015F7,Wintecronics Ltd.,TW
0015DB,Canesta Inc.,US
0015D7,Reti Corporation,TW
0015CB,Surf Communication Solutions Ltd.,IL
001630,Vativ Technologies,US
00162F,Geutebrück GmbH,DE
00162B,"Togami Electric Mfg.co.,Ltd.",JP
001642,Pangolin,US
00163B,Communications & Power Industries,US
001637,CITEL SpA,IT
0015CC,"UQUEST, LTD.",JP
0015C6,"Cisco Systems, Inc",US
0015C3,Ruf Telematik AG,CH
0015F8,Kingtronics Industrial Co. Ltd.,HK
0015E6,MOBILE TECHNIKA Inc.,JP
001608,Sequans Communications,FR
001624,"Teneros, Inc.",US
00161C,e:cue,DE
001581,MAKUS Inc.,US
00157A,Telefin S.p.A.,IT
001573,NewSoft  Technology Corporation,US
001575,Nevis Networks Inc.,US
00156C,"SANE SYSTEM CO., LTD",KR
00156A,DG2L Technologies Pvt. Ltd.,IN
0015B8,Tahoe,PL
0015B6,"ShinMaywa Industries, Ltd.",JP
0015B0,"AUTOTELENET CO.,LTD",KR
0015B1,Ambient Corporation,US
00159F,"Terascala, Inc.",US
00159E,Mad Catz Interactive Inc,US
0015A1,ECA-SINTERS,FR
001593,U4EA Technologies Inc.,US
00158D,Jennic Ltd,US
001546,ITG Worldwide Sdn Bhd,MY
00153E,Q-Matic Sweden AB,SE
001542,MICROHARD S.R.L.,IT
00156F,Xiranet Communications GmbH,US
001572,Red-Lemon,HK
001567,RADWIN Inc.,US
001551,RadioPulse Inc.,KR
001552,Wi-Gear Inc.,US
00154E,IEC,DE
001550,Nits Technology Inc,TW
00155D,Microsoft Corporation,US
001562,"Cisco Systems, Inc",US
00155B,Sampo Corporation,TW
001553,Cytyc Corporation,US
001584,Schenck Process GmbH,DE
0015A7,Robatech AG,CH
00152D,"TenX Networks, LLC",US
001523,Meteor Communications Corporation,US
001524,"Numatics, Inc.",US
001529,N3 Corporation,KR
001509,"Plus Technology Co., Ltd",KR
0014F9,Vantage Controls,US
0014E9,Nortech International,ZA
0014ED,"Airak, Inc.",US
0014E1,Data Display AG,DE
0014E3,mm-lab GmbH,DE
0014D9,"IP Fabrics, Inc.",US
0014D6,"Jeongmin Electronics Co.,Ltd.",KR
0014D0,BTI Systems Inc.,CA
0014CE,NF CORPORATION,JP
0014F0,Business Security OL AB,SE
0014F2,"Cisco Systems, Inc",US
0014E7,"Stolinx,. Inc",KR
001510,"Techsphere Co., Ltd",KR
001513,EFS sas,US
001503,PROFIcomms s.r.o.,CZ
00151B,Isilon Systems Inc.,US
001459,"Moram Co., Ltd.",KR
001453,"ADVANTECH TECHNOLOGIES CO.,LTD",KR
001454,Symwave,US
00148B,Globo Electronic GmbH & Co. KG,DE
001490,ASP Corporation,US
001448,Inventec Multimedia & Telecom Corporation,TW
00144B,"Hifn, Inc.",US
00143C,Rheinmetall Canada Inc.,CA
001488,Akorri,US
001484,Cermate Technologies Inc.,TW
001479,"NEC Magnus Communications,Ltd.",JP
00147B,"Iteris, Inc.",US
00147A,Eubus GmbH,DE
00146D,RF Technologies,US
001470,Prokom Software SA,PL
001467,ArrowSpan Inc.,US
0014AC,Bountiful WiFi,US
0014A8,"Cisco Systems, Inc",US
0014A0,"Accsense, Inc.",US
0014BB,Open Interface North America,US
00145F,ADITEC CO. LTD,KR
0013E6,Technolution,NL
0013DF,Ryvor Corp.,US
0013D5,RuggedCom,CA
0013D6,"TII NETWORK TECHNOLOGIES, INC.",US
0013DB,"SHOEI Electric Co.,Ltd",JP
0013F2,Klas Ltd,IE
0013F7,"SMC Networks, Inc.",US
0013ED,PSIA,KR
001426,NL Technology,US
00141C,"Cisco Systems, Inc",US
00141A,DEICY CORPORATION,JP
00140C,"GKB CCTV CO., LTD.",TW
0013FE,GRANDTEC ELECTRONIC CORP.,TW
0013F8,Dex Security Solutions,ZA
0013F9,Cavera Systems,US
0013C5,LIGHTRON FIBER-OPTIC DEVICES INC.,KR
0013C4,"Cisco Systems, Inc",US
0013C2,"WACOM Co.,Ltd",JP
0013BF,Media System Planning Corp.,JP
0013BB,Smartvue Corporation,US
0013B5,Wavesat,CA
0013CD,MTI co. LTD,KR
0013D3,"MICRO-STAR INTERNATIONAL CO., LTD.",TW
0013CA,ATX,CA
001435,CityCom Corp.,TW
001416,"Scosche Industries, Inc.",US
00133C,QUINTRON SYSTEMS INC.,US
00133D,Micro Memory Curtiss Wright Co,US
00133F,Eppendorf Instrumente GmbH,DE
001341,"Shandong New Beiyang Information Technology Co.,Ltd",CN
001331,CellPoint Connect,DK
001335,VS Industry Berhad,MY
00132F,Interactek,KR
001330,EURO PROTECTION SURVEILLANCE,FR
001325,Cortina Systems Inc,US
001350,"Silver Spring Networks, Inc",US
00134C,YDT Technology International,TW
00138D,Kinghold,TW
001390,"Termtek Computer Co., Ltd",TW
00139A,K-ubique ID Corp.,JP
00139E,Ciara Technologies Inc.,CA
00139D,MaxLinear Hispania S.L.U.,ES
0013AF,"NUMA Technology,Inc.",TW
0013B0,Jablotron,CZ
0013B1,Intelligent Control Systems (Asia) Pte Ltd,SG
00137F,"Cisco Systems, Inc",US
001382,Cetacea Networks Corporation,CA
001358,"Realm Systems, Inc.",US
001359,ProTelevision Technologies A/S,DK
001375,American Security Products Co.,US
0012B4,Work Microwave GmbH,DE
0012B5,"Vialta, Inc.",US
0012B1,"Dai Nippon Printing Co., Ltd",JP
0012C3,WIT S.A.,FR
0012C8,Perfect tech,TW
0012C6,"TGC America, Inc",US
0012CC,"Bitatek CO., LTD",TW
0012C1,Check Point Software Technologies,IL
0012BB,Telecommunications Industry Association TR-41 Committee,US
0012B6,"Santa Barbara Infrared, Inc.",US
0012B9,Fusion Digital Technology,GB
0012ED,AVG Advanced Technologies,US
0012EA,Trane,US
0012FD,OPTIMUS IC S.A.,PL
001305,"Epicom, Inc.",US
001306,Always On Wireless,US
0012FA,THX LTD,US
0012E7,Projectek Networking Electronics Corp.,TW
0012E4,ZIEHL industrie-electronik GmbH + Co KG,DE
00129F,RAE Systems,US
001297,"O2Micro, Inc.",US
00129D,First International Computer do Brasil,BR
00129C,Yulinet,KR
001290,KYOWA Electric & Machinery Corp.,JP
001291,KWS Computersysteme GmbH,DE
001295,Aiware Inc.,JP
00128B,Sensory Networks Inc,AU
00128F,Montilio,IL
001246,T.O.M TECHNOLOGY INC..,KR
00123D,"GES Co, Ltd",KR
0012A3,Trust International B.V.,NL
0012A7,ISR TECHNOLOGIES Inc,CA
0012AA,"IEE, Inc.",US
00127E,"Digital Lifestyles Group, Inc.",US
00125B,KAIMEI ELECTRONI,TW
001259,THERMO ELECTRON KARLSRUHE,DE
00125A,Microsoft Corporation,US
001289,Advance Sterilization Products,US
001284,Lab33 Srl,IT
001281,March Networks S.p.A.,IT
001256,LG INFORMATION & COMM.,KR
00126B,Ascalade Communications Limited,
0011E2,"Hua Jung Components Co., Ltd.",TW
0011DA,Vivaas Technology Inc.,TW
0011DD,"FROMUS TEC. Co., Ltd.",KR
0011E4,Danelec Electronics A/S,DK
0011E1,Arcelik A.S,TR
0011BE,AGP Telecom Co. Ltd,TW
0011BA,Elexol Pty Ltd,AU
0011BC,"Cisco Systems, Inc",US
0011B3,"YOSHIMIYA CO.,LTD.",JP
0011B6,Open Systems International,US
00122F,Sanei Electric Inc.,JP
001230,"Picaso Infocommunication CO., LTD.",KR
0011FB,Heidelberg Engineering GmbH,DE
0011EF,Conitec Datensysteme GmbH,DE
0011D6,"HandEra, Inc.",US
0011CA,"Long Range Systems, Inc.",US
0011C5,TEN Technology,US
0011CD,Axsun Technologies,US
0011EB,Innovative Integration,US
0011EA,IWICS Inc.,US
001239,S Net Systems Inc.,KR
001233,"JRC TOKKI Co.,Ltd.",JP
00121D,Netfabric Corporation,US
001214,Koenig & Bauer AG,DE
00120F,IEEE 802.3,
00120C,CE-Infosys Pte Ltd,SG
001153,"Trident Tek, Inc.",US
00114F,"US Digital Television, Inc",US
0011B0,Fortelink Inc.,US
0011AC,Simtec Electronics,GB
0011AD,Shanghai Ruijie Technology,CN
0011A8,Quest Technologies,US
00118F,EUTECH INSTRUMENTS PTE. LTD.,SG
001191,CTS-Clima Temperatur Systeme GmbH,DE
00118D,Hanchang System Corp.,KR
001189,Aerotech Inc,US
001163,SYSTEM SPA DEPT. ELECTRONICS,IT
00115F,"ITX Security Co., Ltd.",KR
001182,IMI Norgren Ltd,GB
00117A,Singim International Corp.,TW
001148,Prolon Control Systems,DK
001140,Nanometrics Inc.,CA
001144,Assurance Technology Corp,US
0011A1,"VISION NETWARE CO.,LTD",KR
0011A0,Vtech Engineering Canada Ltd,CA
00119B,Telesynergy Research Inc.,TW
001172,COTRON CORPORATION,TW
001168,HomeLogic LLC,US
00113A,SHINBORAM,KR
00113F,Alcatel DI,FR
000FFC,Merit Li-Lin Ent.,TW
000FFB,"Nippon Denso Industry Co., Ltd.",JP
000FF2,Loud Technologies Inc.,US
000FF1,nex-G Systems Pte.Ltd,SG
000FF3,Jung Myoung Communications&Technology,KR
000FA6,S2 Security Corporation,US
000FAA,Nexus Technologies,US
000FA8,"Photometrics, Inc.",US
000F9D,DisplayLink (UK) Ltd,GB
001101,CET Technologies Pte Ltd,SG
000FFF,Control4,US
001113,Fraunhofer FOKUS,DE
001112,Honeywell CMSS,US
000FBD,MRV Communications (Networks) LTD,IL
000FB4,Timespace Technology,GB
001137,"AICHI ELECTRIC CO., LTD.",JP
001128,Streamit,NL
000FCB,3Com Ltd,GB
000FC5,KeyMed Ltd,GB
000FBF,DGT Sp. z o.o.,PL
000FE3,Damm Cellular Systems A/S,DK
000FD5,Schwechat - RISE,AT
000FE0,"NComputing Co.,Ltd.",KR
000F6B,GateWare Communications GmbH,DE
000F67,West Instruments,GB
000F6E,BBox,HU
000F6F,FTA Communication Technologies,LU
000F63,Obzerv Technologies,CA
000F21,"Scientific Atlanta, Inc",US
000F11,Prodrive B.V.,NL
000F13,Nisca corporation,JP
000F14,"Mindray Co., Ltd.",CN
000F89,"Winnertec System Co., Ltd.",KR
000F65,icube Corp.,KR
000F5D,Genexis BV,SE
000F58,Adder Technology Limited,GB
000F46,SINAR AG,CH
000F41,Zipher Ltd,GB
000F71,"Sanmei Electronics Co.,Ltd",JP
000F92,Microhard Systems Inc.,CA
000F4D,TalkSwitch,CA
000EB6,"Riverbed Technology, Inc.",US
000EB7,"Knovative, Inc.",US
000EB1,"Newcotech,Ltd",KR
000EB4,GUANGZHOU GAOKE COMMUNICATIONS TECHNOLOGY CO.LTD.,CN
000EA9,Shanghai Xun Shi Communications Equipment Ltd. Co.,CN
000EFB,Macey Enterprises,US
000EFA,Optoway Technology Incorporation,TW
000EFD,FUJINON CORPORATION,JP
000EF5,"iPAC Technology Co., Ltd.",TW
000ECD,SKOV A/S,DK
000ECA,WTSS Inc,US
000ECC,"Tableau, LLC",US
000ED5,COPAN Systems Inc.,US
000EC8,Zoran Corporation,US
000ECB,VineSys Technology,US
000ED2,Filtronic plc,GB
000ED9,"Aksys, Ltd.",US
000EC2,"Lowrance Electronics, Inc.",US
000F09,Private,
000EA2,"McAfee, Inc",US
000E9B,Ambit Microsystems Corporation,TW
000F12,Panasonic Europe Ltd.,DE
000F0E,"WaveSplitter Technologies, Inc.",US
000F0C,SYNCHRONIC ENGINEERING,FR
000F0B,Kentima Technologies AB,SE
000EA3,"CNCR-IT CO.,LTD,HangZhou P.R.CHINA",CN
000EDD,SHURE INCORPORATED,US
000EDC,Tellion INC.,KR
000E23,"Incipient, Inc.",US
000E25,"Hannae Technology Co., Ltd",KR
000E20,"ACCESS Systems Americas, Inc.",US
000E21,MTU Friedrichshafen GmbH,DE
000E22,Private,
000E1C,Hach Company,US
000E7D,Electronics Line 3000 Ltd.,IL
000E78,Amtelco,US
000E71,Gemstar Technology Development Ltd.,HK
000E70,in2 Networks,US
000E37,Harms & Wende GmbH & Co.KG,DE
000E31,Olympus Soft Imaging Solutions GmbH,DE
000E2F,Roche Diagnostics GmbH,DE
000E2C,Netcodec co.,KR
000E4A,"Changchun Huayu WEBPAD Co.,LTD",CN
000E41,"NIHON MECHATRONICS CO.,LTD.",JP
000E3C,Transact Technologies Inc,US
000E63,Lemke Diagnostics GmbH,DE
000E5B,ParkerVision - Direct2Data,US
000E60,360SUN Digital Broadband Corporation,TW
000E09,"Shenzhen Coship Software Co.,LTD.",CN
000E05,WIRELESS MATRIX CORP.,CA
000E93,"Milénio 3 Sistemas Electrónicos, Lda.",PT
000E8D,Systems in Progress Holding GmbH,AT
000E54,AlphaCell Wireless Ltd.,IL
000E4E,"Waveplus Technology Co., Ltd.",TW
