OUI,Manufacturer,Country
8821E3,"Nebusens, S.L.",ES
7CF429,NUUO Inc.,TW
1045BE,Norphonic AS,NO
8C82A8,"Insigma Technology Co.,Ltd",CN
CCB55A,Fraunhofer ITWM,DE
AC8ACD,"ROGER D.Wensker, G.Wensker sp.j.",PL
984246,"SOL INDUSTRY PTE., LTD",SG
3429EA,MCD ELECTRONICS SP. Z O.O.,PL
28A574,Miller Electric Mfg. Co.,US
90B8D0,"Joyent, Inc.",US
F80332,Khomp,BR
60190C,RRAMAC,US
D05FCE,Hitachi Data Systems,US
D4A425,"SMAX Technology Co., Ltd.",TW
8C11CB,ABUS Security-Center GmbH & Co. KG,DE
D09B05,Emtronix,CN
AC4723,Genelec,FI
E8BA70,"Cisco Systems, Inc",US
FC8329,Trei technics,US
14EB33,"BSMediasoft Co., Ltd.",KR
F4B549,"Xiamen Yeastar Information Technology Co., Ltd.",CN
88B168,Delta Control GmbH,DE
AC8674,"Open Mesh, Inc.",US
68876B,INQ Mobile Limited,GB
1CAA07,"Cisco Systems, Inc",US
685B36,"POWERTECH INDUSTRIAL CO., LTD.",TW
28EE2C,Frontline Test Equipment,US
782EEF,Nokia Corporation,FI
7CF0BA,Linkwell Telesystems Pvt Ltd,IN
94D93C,ENELPS,RS
B8BEBF,"Cisco Systems, Inc",US
64B64A,"ViVOtech, Inc.",US
8C4435,"Shanghai BroadMobi Communication Technology Co., Ltd.",CN
F81D93,"Longdhua(Beijing) Controls Technology Co.,Ltd",CN
CCF841,Lumewave,US
D8DF0D,beroNet GmbH,DE
ACF97E,ELESYS INC.,KR
204005,feno GmbH,DE
64D241,Keith & Koep GmbH,DE
18B79E,Invoxia,FR
281471,"Lantis co., LTD.",KR
38D135,EasyIO Corporation Sdn. Bhd.,MY
901900,SCS SA,CH
D45D42,Nokia Corporation,FI
B03829,"Siliconware Precision Industries Co., Ltd.",TW
7C6C39,PIXSYS SRL,IT
BC2846,NextBIT Computing Pvt. Ltd.,IN
BC0F2B,"FORTUNE TECHGROUP CO.,LTD",CN
30EB25,INTEK DIGITAL,KR
44E4D9,"Cisco Systems, Inc",US
ACCA54,Telldus Technologies AB,SE
648125,Alphatron Marine BV,NL
8CF9C9,"MESADA Technology Co.,Ltd.",CN
042605,Bosch Building Automation GmbH,DE
24F0FF,"GHT Co., Ltd.",CN
C0626B,"Cisco Systems, Inc",US
94E226,"D. ORtiz Consulting, LLC",US
18B3BA,Netlogic AB,SE
D47B75,HARTING Electronics GmbH,DE
8C5FDF,Beijing Railway Signal Factory,CN
300B9C,"Delta Mobile Systems, Inc.",US
D46F42,WAXESS USA Inc,US
04C5A4,"Cisco Systems, Inc",US
6CAD3F,"Hubbell Building Automation, Inc.",US
9CC0D2,Conductix-Wampfler GmbH,DE
DCD87F,Shenzhen JoinCyber Telecom Equipment Ltd,CN
B4E0CD,"Fusion-io, Inc",US
286046,"Lantech Communications Global, Inc.",TW
10E2D5,Qi Hardware Inc.,US
303955,"Shenzhen Jinhengjia Electronic Co., Ltd.",CN
FC5B24,Weibel Scientific A/S,DK
EC986C,Lufft Mess- und Regeltechnik GmbH,DE
CCF67A,Ayecka Communication Systems LTD,IL
D8C99D,EA DISPLAY LIMITED,HK
1083D2,"Microseven Systems, LLC",US
D093F8,Stonestreet One LLC,US
9C645E,Harman Consumer Group,US
1C334D,ITS Telecom,IL
4CB9C8,"CONET CO., LTD.",JP
34684A,"Teraworks Co., Ltd.",KR
CCFC6D,RIZ TRANSMITTERS,HR
E03E7D,data-complex GmbH,DE
0CC6AC,DAGS,KR
78593E,RAFI GmbH & Co.KG,DE
509772,Westinghouse Digital,US
8CB64F,"Cisco Systems, Inc",US
503DE5,"Cisco Systems, Inc",US
540496,Gigawave LTD,GB
EC4644,TTK SAS,FR
8065E9,BenQ Corporation,TW
204AAA,Hanscan Spain S.A.,ES
60C980,Trymus,KR
A036FA,Ettus Research LLC,US
EC836C,"RM Tech Co., Ltd.",KR
20FECD,System In Frontier Inc.,JP
F0933A,NxtConect,DE
5CF3FC,IBM Corp,US
582F42,Universal Electric Corporation,US
0474A1,Aligera Equipamentos Digitais Ltda,BR
5C6984,NUVICO,US
B8415F,ASP AG,DE
2CB69D,RED Digital Cinema,US
A86A6F,RIM,CA
500E6D,TrafficCast International,US
EC3BF0,NovelSat,IL
70DDA1,Tellabs,US
94D019,Cydle Corp.,KR
8C278A,Vocollect Inc,US
CC0CDA,Miljovakt AS,NO
E41C4B,"V2 TECHNOLOGY, INC.",US
B8FF6F,Shanghai Typrotech Technology Co.Ltd,CN
68122D,"Special Instrument Development Co., Ltd.",TW
94F720,"Tianjin Deviser Electronics Instrument Co., Ltd",CN
DC9C52,Sapphire Technology Limited.,
4891F6,"Shenzhen Reach software technology CO.,LTD",CN
649B24,"V Technology Co., Ltd.",JP
846EB1,Park Assist LLC,US
6C504D,"Cisco Systems, Inc",US
B41489,"Cisco Systems, Inc",US
A0B5DA,"HongKong THTF Co., Ltd",CN
8886A0,"Simton Technologies, Ltd.",CN
A45055,BUSWARE.DE,DE
ACAB8D,Lyngso Marine A/S,DK
6083B2,GkWare e.K.,DE
80D019,"Embed, Inc",US
68EBC5,Angstrem Telecom,RU
E8995A,"PiiGAB, Processinformation i Goteborg AB",SE
401D59,"Biometric Associates, LP",US
B8D06F,GUANGZHOU HKUST FOK YING TUNG RESEARCH INSTITUTE,CN
EC14F6,BioControl AS,NO
1CBD0E,Amplified Engineering Pty Ltd,AU
A0F217,"GE Medical System(China) Co., Ltd.",CN
F0A764,"GST Co., Ltd.",KR
1C0656,IDY Corporation,JP
4CEDDE,ASKEY COMPUTER CORP,TW
E8E08F,GRAVOTECH MARKING SAS,FR
A89B10,inMotion Ltd.,HK
A4A80F,"Shenzhen Coship Electronics Co., Ltd.",CN
F8B599,"Guangzhou CHNAVS Digital Technology Co.,Ltd",CN
B8921D,BG T&A,KR
80C6CA,Endian s.r.l.,IT
C88B47,Nolangroup S.P.A con Socio Unico,IT
C4CD45,"Beijing Boomsense Technology CO.,LTD.",CN
54FDBF,Scheidt & Bachmann GmbH,DE
D0BB80,SHL Telemedicine International Ltd.,IL
E061B2,"HANGZHOU ZENOINTEL TECHNOLOGY CO., LTD",CN
9411DA,ITF Fröschl GmbH,DE
8039E5,PATLITE CORPORATION,JP
D08999,"APCON, Inc.",US
C88447,"Beautiful Enterprise Co., Ltd",
5C17D3,LGE,KR
1CDF0F,"Cisco Systems, Inc",US
68BDAB,"Cisco Systems, Inc",US
9CADEF,"Obihai Technology, Inc.",US
90903C,TRISON TECHNOLOGY CORPORATION,TW
8CE7B3,Sonardyne International Ltd,GB
088DC8,"Ryowa Electronics Co.,Ltd",JP
94E711,Xirka Dama Persada PT,ID
7076F0,LevelOne Communications (India) Private Limited,IN
B081D8,I-sys Corp,US
6C9B02,Nokia Corporation,FI
641E81,Dowslake Microsystems,US
EC542E,Shanghai XiMei Electronic Technology Co. Ltd,CN
F0E5C3,Drägerwerk AG & Co. KG aA,DE
5CCA32,Theben AG,DE
C02BFC,iNES. applied informatics GmbH,DE
94C7AF,Raylios Technology,TW
043604,Gyeyoung I&T,KR
A4B2A7,Adaxys Solutions AG,CH
D0D0FD,"Cisco Systems, Inc",US
14FEAF,SAGITTAR LIMITED,CN
DC7B94,"Cisco Systems, Inc",US
D81C14,"Compacta International, Ltd.",US
008C10,Black Box Corp.,US
B0B8D5,"Nanjing Nengrui Auto Equipment CO.,Ltd",CN
D82986,Best Wish Technology LTD,CN
446132,ecobee inc,CA
E05B70,"Innovid, Co., Ltd.",KR
F41F0B,YAMABISHI Corporation,JP
A082C7,"P.T.I Co.,LTD",JP
E87AF3,S5 Tech S.r.l.,IT
7415E2,Tri-Sen Systems Corporation,US
D48FAA,"Sogecam Industrial, S.A.",ES
98FC11,"Cisco-Linksys, LLC",US
34E0D7,"DONGGUAN QISHENG ELECTRONICS INDUSTRIAL CO., LTD",CN
D84606,Silicon Valley Global Marketing,US
CC5C75,Weightech Com. Imp. Exp. Equip. Pesagem Ltda,BR
90E0F0,IEEE 1722a Working Group,US
FCD4F6,Messana Air.Ray Conditioning s.r.l.,IT
D466A8,Riedo Networks Ltd,CH
F8AC6D,Deltenna Ltd,GB
18B209,"Torrey Pines Logic, Inc",US
40520D,Pico Technology,GB
807D1B,Neosystem Co. Ltd.,JP
C848F5,"MEDISON Xray Co., Ltd",KR
1880CE,Barberry Solutions Ltd,NZ
D84B2A,"Cognitas Technologies, Inc.",US
684B88,Galtronics Telemetry Inc.,US
A4AE9A,Maestro Wireless Solutions ltd.,HK
78A714,Amphenol,US
F450EB,Telechips Inc,KR
988EDD,TE Connectivity Limerick,IE
141BBD,Volex Inc.,US
A4561B,MCOT Corporation,JP
80C63F,"Remec Broadband Wireless , LLC",US
40D40E,Biodata Ltd,GB
0C826A,"Wuhan Huagong Genuine Optics Technology Co., Ltd",CN
7C051E,RAFAEL LTD.,IL
7866AE,"ZTEC Instruments, Inc.",US
4C022E,"CMR KOREA CO., LTD",KR
34AAEE,Mikrovisatos Servisas UAB,LT
48FCB8,Woodstream Corporation,US
F893F3,VOLANS,KR
78A2A0,"Nintendo Co., Ltd.",JP
24B6B8,FRIEM SPA,IT
D4000D,"Phoenix Broadband Technologies, LLC.",US
AC5135,MPI TECH,DK
44D63D,Talari Networks,US
08F6F8,GET Engineering,US
10090C,JANOME Corporation,JP
E01CEE,"Bravo Tech, Inc.",US
74B9EB,"JinQianMao Technology Co.,Ltd.",CN
D45297,"nSTREAMS Technologies, Inc.",TW
E0271A,TTC Next-generation Home Network System WG,JP
0097FF,Heimann Sensor GmbH,DE
E4AB46,UAB Selteka,LT
945B7E,TRILOBIT LTDA.,BR
04E548,Cohda Wireless Pty Ltd,AU
2893FE,"Cisco Systems, Inc",US
F4C795,WEY Technology AG,CH
781185,NBS Payment Solutions Inc.,CA
E85E53,Infratec Datentechnik GmbH,DE
88BA7F,"Qfiednet Co., Ltd.",KR
64DB18,OpenPattern,FR
D05875,Active Control Technology Inc.,CA
D81BFE,TWINLINX CORPORATION,FR
7071BC,PEGATRON CORPORATION,TW
7884EE,INDRA ESPACIO S.A.,ES
FC4463,"Universal Audio, Inc",US
90A2DA,GHEO SA,CH
9889ED,Anadem Information Inc.,TW
042F56,ATOCS (Shenzhen) LTD,CN
C8EF2E,"Beijing Gefei Tech. Co., Ltd",CN
A4C2AB,"Hangzhou LEAD-IT Information & Technology Co.,Ltd",CN
48AA5D,Store Electronic Systems,FR
0CC9C6,Samwin Hong Kong Limited,CN
1062C9,Adatis GmbH & Co. KG,DE
D8AE90,Itibia Technologies,US
B8653B,"Bolymin, Inc.",TW
38E8DF,b gmbh medien + datenbanken,DE
1C129D,IEEE PES PSRC/SUB,US
E0CA4D,"Shenzhen Unistar Communication Co.,LTD",CN
A06986,Wellav Technologies Ltd,CN
EC8EAD,DLX,KR
F0B6EB,"Poslab Technology Co., Ltd.",TW
1C8F8A,Phase Motion Control SpA,IT
FCCCE4,Ascon Ltd.,JP
60B3C4,Elber Srl,IT
04C880,Samtec Inc,US
5C35DA,There Corporation Oy,FI
3C4C69,Infinity System S.L.,US
7830E1,"UltraClenz, LLC",US
B09134,Taleo,US
34C69A,Enecsys Ltd,GB
F88DEF,Tenebraex,US
042234,Wireless Standard Extensions,US
80C862,"Openpeak, Inc",US
102D96,Looxcie Inc.,US
5850E6,Best Buy Corporation,US
3C1CBE,JADAK LLC,US
7C08D9,Shanghai B-Star Technology Co,CN
BCD5B6,d2d technologies,US
FC683E,"Directed Perception, Inc",US
28E794,Microtime Computer Inc.,TW
A438FC,Plastic Logic,US
18FC9F,"Changhe Electronics Co., Ltd.",CN
94592D,EKE Building Technology Systems Ltd,US
CC69B0,"Global Traffic Technologies, LLC",US
A0593A,V.D.S. Video Display Systems srl,IT
CCEA1C,"DCONWORKS  Co., Ltd",KR
0CD502,Westell Technologies Inc.,US
687F74,"Cisco-Linksys, LLC",US
38E98C,Reco S.p.A.,IT
34EF8B,NTT Communications Corporation,JP
2059A0,Paragon Technologies Inc.,CN
0C2755,Valuable Techologies Limited,IN
F8472D,X2gen Digital Corp. Ltd,TW
849000,Arnold&Richter Cine Technik GmbH & Co. Betriebs KG,DE
08184C,"A. S. Thomas, Inc.",US
10880F,Daruma Telecomunicações e Informática S.A.,BR
FC6198,"NEC Personal Products, Ltd",JP
74D850,Evrisko Systems,US
78998F,MEDILINE ITALIA SRL,IT
34CE94,Parsec (Pty) Ltd,ZA
24D2CC,SmartDrive Systems Inc.,US
0CEF7C,AnaCom Inc,US
B05B1F,THERMO FISHER SCIENTIFIC S.P.A.,IT
ECE9F8,"Guang Zhou TRI-SUN Electronics Technology  Co., Ltd",CN
D0D286,Beckman Coulter K.K.,JP
BCB181,SHARP CORPORATION,JP
A0BFA5,CORESYS,KR
C8873B,Net Optics,US
2C0623,Win Leader Inc.,MU
A8CE90,CVC,TW
E41F13,IBM Corp,US
E4FFDD,ELECTRON INDIA,IN
68A1B7,"Honghao Mingchuan Technology (Beijing) CO.,Ltd.",CN
0CD7C2,"Axium Technologies, Inc.",US
C4198B,Dominion Voting Systems Corporation,CA
C83A35,"Tenda Technology Co., Ltd.",CN
6C8CDB,Otus Technologies Ltd,GB
40F52E,Leica Microsystems (Schweiz) AG,CH
906DC8,DLG Automação Industrial Ltda,BR
E84ECE,"Nintendo Co., Ltd.",JP
1045F8,LNT-Automation GmbH,DE
DCE71C,AUG Elektronik GmbH,AT
A870A5,UniComm Inc.,TW
4456B7,"Spawn Labs, Inc",US
44C9A2,Greenwald Industries,US
406186,"MICRO-STAR INT'L CO.,LTD",TW
584CEE,"Digital One Technologies, Limited",CN
A07332,Cashmaster International Limited,GB
64C6AF,AXERRA Networks Ltd,IL
701AED,"ADVAS CO., LTD.",JP
6465C0,"Nuvon, Inc",US
40ECF8,Siemens AG,DE
54B620,SUHDOL E&C Co.Ltd.,KR
78C40E,H&D Wireless,SE
44568D,"PNC Technologies  Co., Ltd.",KR
7C1EB3,2N TELEKOMUNIKACE a.s.,CZ
0026DF,TaiDoc Technology Corp.,TW
0026D8,Magic Point Inc.,CN
0026D6,"Ningbo Andy Optoelectronic Co., Ltd.",CN
0026F8,"Golden Highway Industry Development Co., Ltd.",CN
0026F4,Nesslab,KR
0026EE,TKM GmbH,DE
0026EF,"Technology Advancement Group, Inc.",US
0026E6,"Visionhitech Co., Ltd.",KR
002701,INCOstartec GmbH,DE
0026FB,"AirDio Wireless, Inc.",TW
0026F5,XRPLUS Inc.,KR
0026B2,Setrix GmbH,DE
0026AF,Duelco A/S,DK
0026B3,Thales Communications Inc,US
002721,"Shenzhen Baoan Fenda Industrial Co., Ltd",CN
0026D1,S Squared Innovations Inc.,CA
0026D3,Zeno Information System,KR
0026CB,"Cisco Systems, Inc",US
00271A,Geenovo Technology Ltd.,CN
002714,"Grainmustards, Co,ltd.",JP
002715,"Rebound Telecom. Co., Ltd",CN
00270F,Envisionnovation Inc,CA
00270A,IEE S.A.,LU
002709,"Nintendo Co., Ltd.",JP
0026A2,Instrumentation Technology Systems,US
00269F,Private,
002699,"Cisco Systems, Inc",US
002653,DaySequerra Corporation,US
002647,WFE TECHNOLOGY CORP.,TW
00266A,ESSENSIUM NV,BE
00266B,SHINE UNION ENTERPRISE LIMITED,HK
002667,"CARECOM CO.,LTD.",JP
002640,"Baustem Broadband Technologies, Ltd.",CN
002633,MIR - Medical International Research,IT
002630,ACOREL S.A.S,FR
00262A,"Proxense, LLC",US
002687,corega K.K,JP
00267B,GSI Helmholtzzentrum für Schwerionenforschung GmbH,DE
00268D,CellTel S.p.A.,IT
002628,companytec automação e controle ltda.,BR
00261F,SAE Magnetics (H.K.) Ltd.,HK
00261E,"QINGBANG ELEC(SZ) CO., LTD",CN
002619,FRC,US
0025F0,Suga Electronics Limited,CN
0025E8,Idaho Technology,US
0025E4,"OMNI-WiFi, LLC",US
0025C9,"SHENZHEN HUAPU DIGITAL CO., LTD",CN
0025FA,J&M Analytik AG,DE
0025EA,Iphion BV,NL
0025BE,Tektrap Systems Inc.,CA
0025B5,"Cisco Systems, Inc",US
0025FE,Pilot Electronics Corporation,TW
0025D7,CEDO,CZ
0025D8,KOREA MAINTENANCE,KR
0025D2,"InpegVision Co., Ltd",KR
00255B,"CoachComm, LLC",US
00254D,Singapore Technologies Electronics Limited,SG
00254C,"Videon Central, Inc.",US
002543,MONEYTECH,BR
00257B,STJ  ELECTRONICS  PVT  LTD,IN
00257C,"Huachentel Technology Development Co., Ltd",CN
002575,"FiberPlex Technologies, LLC",US
002570,Eastern Communications Company Limited,CN
002596,GIGAVISION srl,IT
002595,"Northwest Signal Supply, Inc",US
00258F,"Trident Microsystems, Inc.",US
002589,Hills Industries Limited,AU
002585,"KOKUYO S&T Co., Ltd.",JP
002551,SE-Elektronic GmbH,DE
00256A,inIT - Institut Industrial IT,DE
002562,interbro Co. Ltd.,KR
002581,x-star networks Inc.,TW
0025A0,"Nintendo Co., Ltd.",JP
00259B,"Beijing PKUNITY Microsystems Technology Co., Ltd",CN
00253A,"CEVA, Ltd.",IL
0024F7,"Cisco Systems, Inc",US
0024F3,"Nintendo Co., Ltd.",JP
0024E0,"DS Tech, LLC",US
0024E2,"HASEGAWA ELECTRIC CO.,LTD.",JP
002516,"Integrated Design Tools, Inc.",US
002510,Pico-Tesla Magnetic Therapies,US
002520,SMA Railway Technology GmbH,DE
002527,Bitrode Corp.,US
002525,CTERA Networks Ltd.,IL
0024C8,Broadband Solutions Group,US
0024C5,Meridian Audio Limited,GB
0024E5,"Seer Technology, Inc",US
002501,JSC Supertel,RU
002458,PA Bastion CC,RU
00245D,Terberg besturingstechniek B.V.,NL
002450,"Cisco Systems, Inc",US
002496,Ginzinger electronic systems,AT
002499,Aquila Technologies,US
00248A,"Kaga Electronics Co., Ltd.",JP
002487,"Transact Campus, Inc.",US
0024B9,Wuhan Higheasy Electronic Technology Development Co.Ltd,CN
0024BD,Hainzl Industriesysteme GmbH,AT
002477,Tibbo Technology,TW
00246E,Phihong USA Corp.,US
002473,3COM EUROPE LTD,GB
002451,"Cisco Systems, Inc",US
00244A,Voyant International,US
002447,Kaztek Systems,US
00246B,"Covia, Inc.",JP
002435,WIDE CORPORATION,KR
002431,"Uni-v co.,ltd",CN
002432,"Neostar Technology Co.,LTD",TW
002430,Ruby Tech Corp.,TW
00242E,Datastrip Inc.,US
0023F9,"Double-Take Software, INC.",US
0023F5,WILO SE,DE
0023FF,Beijing HTTC Technology Ltd.,CN
0023F6,"Softwell Technology Co., Ltd.",TW
0023F3,"Glocom, Inc.",US
0023F0,Shanghai Jinghan Weighing Apparatus Co. Ltd.,CN
00241A,Red Beetle Inc.,US
002414,"Cisco Systems, Inc",US
002410,"NUETEQ Technology,Inc.",TW
0023CC,"Nintendo Co., Ltd.",JP
002443,Nortel Networks,US
002441,Wanzl Metallwarenfabrik GmbH,DE
00243B,CSSI (S) Pte Ltd,SG
002408,Pacific Biosciences,US
00240C,DELEC GmbH,DE
0023EA,"Cisco Systems, Inc",US
0023E5,IPaXiom Networks,GB
002350,"RDC, Inc. dba LynTec",US
00234F,Luminous Power Technologies Pvt. Ltd.,IN
002349,Helmholtz Centre Berlin for Material and Energy,DE
002346,Vestac,US
002344,"Objective Interface Systems, Inc.",US
0023B6,SECURITE COMMUNICATIONS / HONEYWELL,US
0023B8,"Sichuan Jiuzhou Electronic Technology Co.,Ltd",CN
0023BA,Chroma,TW
0023BC,EQ-SYS GmbH,DE
0023B1,Longcheer Technology (Singapore) Pte Ltd,SG
00239A,EasyData Hardware GmbH,DE
002396,ANDES TECHNOLOGY CORPORATION,TW
002394,Samjeon,KR
0023A1,Trend Electronics Ltd,IN
0023A6,E-Mon,US
0023A8,Marshall Electronics,US
002377,Isotek Electronics Ltd,GB
002371,SOAM Systel,KR
002364,Power Instruments Pte Ltd,SG
00238C,Private,
002379,Union Business Machines Co. Ltd.,HK
002362,Goldline Controls,US
00235E,"Cisco Systems, Inc",US
002358,SYSTEL SA,FR
002356,Packet Forensics LLC,US
0023C0,Broadway Networks,US
0022BB,beyerdynamic GmbH & Co. KG,DE
0022B6,Superflow Technologies Group,US
0022B5,NOVITA,KR
0022B2,4RF Communications Ltd,NZ
0022AC,"Hangzhou Siyuan Tech. Co., Ltd",CN
0022AD,"TELESIS TECHNOLOGIES, INC.",US
0022AE,Mattel Inc.,US
002307,"FUTURE INNOVATION TECH CO.,LTD",KR
002305,"Cisco Systems, Inc",US
0022FF,NIVIS LLC,US
002302,"Cobalt Digital, Inc.",US
0022F5,Advanced Realtime Tracking GmbH,DE
0022C7,SEGGER Microcontroller GmbH & Co. KG,DE
0022C1,Active Storage Inc.,US
0022C2,Proview Eletrônica do Brasil LTDA,BR
0022BD,"Cisco Systems, Inc",US
0022BA,HUTH Elektronik Systeme GmbH,DE
0022D1,Albrecht Jung GmbH & Co. KG,DE
0022D2,All Earth Comércio de Eletrônicos LTDA.,BR
0022CA,"Anviz Biometric Tech. Co., Ltd.",CN
00233C,Alflex,NL
002333,"Cisco Systems, Inc",US
00232E,"Kedah Electronics Engineering, LLC",RU
0022E4,"APASS TECHNOLOGY CO., LTD.",TW
0022D5,Eaton Corp. Electrical Group Data Center Solutions - Pulizzi,US
0022E5,Fisher-Rosemount Systems Inc.,US
002320,Nicira Networks,US
002322,"KISS Teknical Solutions, Inc.",US
002317,Lasercraft Inc,US
00230E,Gorba AG,CH
00225E,"Uwin Technologies Co.,LTD",TW
002258,"Taiyo Yuden Co., Ltd.",
00225B,Teradici Corporation,CA
002259,"Guangzhou New Postcom Equipment Co.,Ltd.",CN
002253,Entorian Technologies,US
002239,Indiana Life Sciences Incorporated,US
002235,Strukton Systems bv,NL
00222C,Ceton Corp,US
00222D,SMC Networks Inc.,US
00227E,Chengdu 30Kaitian Communication Industry Co.Ltd,CN
00227C,"Woori SMT Co.,ltd",KR
002277,NEC Australia Pty Ltd,AU
002279,"Nippon Conlux Co., Ltd.",JP
0022A3,California Eastern Laboratories,US
0022A0,"APTIV SERVICES US, LLC",US
00224F,Byzoro Networks Ltd.,CN
002251,Lumasense Technologies,US
002247,"DAC ENGINEERING CO., LTD.",JP
002271,Jäger Computergesteuerte Meßtechnik GmbH.,DE
002297,XMOS Semiconductor,GB
00228F,CNRS,FR
002292,Cinetal,US
00223D,"JumpGen Systems, LLC",US
00222A,SoundEar A/S,DK
0021EE,Full Spectrum Inc.,US
0021EC,Solutronic GmbH,DE
0021E6,Starlight Video Limited,
0021E0,CommAgility Ltd,GB
0021CC,Flextronics International,GB
0021CF,The Crypto Group,CH
0021C5,3DSP Corp,US
0021B9,Universal Devices Inc.,US
0021B3,Ross Controls,US
0021B6,Triacta Power Technologies Inc.,CA
0021AE,ALCATEL-LUCENT FRANCE - WTD,FR
0021AF,Radio Frequency Systems,DE
0021F9,WIRECOM Technologies,FR
0021FA,A4SP Technologies Ltd.,FI
0021F0,EW3 Technologies LLC,US
002211,Rohati Systems,US
002212,"CAI Networks, Inc.",US
00220D,"Cisco Systems, Inc",US
0021DE,Firepro Wireless,IN
0021D3,BOCOM SECURITY(ASIA PACIFIC) LIMITED,CN
002208,Certicom Corp,CA
002205,"WeLink Solutions, Inc.",TW
002209,"Omron Healthcare Co., Ltd",JP
00221F,"eSang Technologies Co., Ltd.",KR
002217,Neat Electronics,SE
0021A4,Dbii Networks,US
00214B,"Shenzhen HAMP Science & Technology Co.,Ltd",CN
002145,Semptian Technologies Ltd.,CN
00218C,TopControl GMBH,IT
00218A,Electronic Design and Manufacturing Company,US
00218B,"Wescon Technology, Inc.",US
002184,POWERSOFT SRL,IT
002121,VRmagic GmbH,DE
002123,Aerosat Avionics,US
00211B,"Cisco Systems, Inc",US
00217A,"Sejin Electron, Inc.",KR
002178,Matuschek Messtechnik GmbH,DE
002173,"Ion Torrent Systems, Inc.",US
002177,W. L. Gore & Associates,US
002199,Vacon Plc,FI
0021A0,"Cisco Systems, Inc",US
002198,"Thai Radio Co, LTD",TH
002172,Seoultek Valley,KR
002169,"Prologix, LLC.",US
002153,SeaMicro Inc.,US
002154,D-TACQ Solutions Ltd,GB
00213E,TomTom International BV,NL
00213F,A-Team Technology Ltd.,HK
00212D,SCIMOLEX CORPORATION,JP
001FD8,A-TRUST COMPUTER CORPORATION,TW
001FD7,TELERAD SA,FR
001FD3,RIVA Networks Inc.,US
001FD5,MICRORISC s.r.o.,CZ
001FCA,"Cisco Systems, Inc",US
001FC3,"SmartSynch, Inc",US
001FC1,"Hanlong Technology Co.,LTD",CN
001FEE,ubisys technologies GmbH,DE
001FEF,"SHINSEI INDUSTRIES CO.,LTD",JP
001FEC,Synapse Électronique,CA
001FFC,Riccius+Sohn GmbH,DE
001FFD,Indigo Mobile Technologies Corp.,TW
001FBB,"Xenatech Co.,LTD",KR
001FB1,Cybertech Inc.,US
00210A,byd:sign Corporation,JP
002107,Seowonintech Co Ltd.,KR
001FFE,HPN Supply Chain,US
001FFF,"Respironics, Inc.",US
001FE8,"KURUSUGAWA Electronics Industry Inc,.",JP
001FE0,EdgeVelocity Corp,US
001FAB,I.S HIGH TECH.INC,KR
001FAC,Goodmill Systems Ltd,FI
001FB2,Sontheim Industrie Elektronik GmbH,DE
001F44,GE Transportation Systems,US
001F39,"Construcciones y Auxiliar de Ferrocarriles, S.A.",ES
001F3D,Qbit GmbH,DE
001F36,"Bellwin Information Co. Ltd.,",TW
001F38,POSITRON,BR
001F8E,Metris USA Inc.,US
001F89,Signalion GmbH,DE
001F8A,Ellion Digital Inc.,KR
001F7F,Phabrix Limited,GB
001F7C,Witelcom AS,NO
001F7A,WiWide Inc.,CN
001F77,HEOL DESIGN,FR
001F76,AirLogic Systems Inc.,US
001F73,"Teraview Technology Co., Ltd.",TW
001F11,"OPENMOKO, INC.",TW
001F2D,"Electro-Optical Imaging, Inc.",US
001F2F,Berker GmbH & Co. KG,DE
001F32,"Nintendo Co., Ltd.",JP
001F56,DIGITAL FORECAST,KR
001F52,UVT Unternehmensberatung fur Verkehr und Technik GmbH,DE
001F4F,Thinkware Co. Ltd.,KR
001F62,JSC Stilsoft,RU
001F67,"Hitachi,Ltd.",JP
001F61,Talent Communication Networks Inc.,CN
001F1C,"KOBISHI ELECTRIC Co.,Ltd.",JP
001F19,BEN-RI ELECTRONICA S.A.,ES
001EC8,Rapid Mobile (Pty) Ltd,ZA
001ECC,CDVI,FR
001EC5,Middle Atlantic Products Inc,US
001EBE,"Cisco Systems, Inc",US
001EC3,"Kozio, Inc.",US
001EBD,"Cisco Systems, Inc",US
001EB9,Sing Fai Technology Limited,TW
001EF6,"Cisco Systems, Inc",US
001EF9,Pascom Kommunikations systeme GmbH.,AT
001EF3,From2,KR
001EE7,Epic Systems Inc,US
001EE9,Stoneridge Electronics AB,SE
001F03,NUM AG,CH
001EFD,Microbit 2.0 AB,SE
001EFF,Mueller-Elektronik GmbH & Co. KG,DE
001F05,iTAS Technology Corp.,TW
001F07,AZTEQ Mobile,US
001E93,CiriTech Systems Inc,US
001E92,JEULIN S.A.,FR
001E91,"KIMIN Electronic Co., Ltd.",KR
001E89,CRFS Limited,GB
001E86,"MEL Co.,Ltd.",JP
001E88,"ANDOR SYSTEM SUPPORT CO., LTD.",JP
001EB7,"TBTech, Co., Ltd.",KR
001EA2,"Symx Systems, Inc.",US
001EA9,"Nintendo Co., Ltd.",JP
001E9E,ddm hopt + schuler Gmbh + Co. KG,DE
001EE4,ACS Solutions France,FR
001EED,Adventiq Ltd.,GB
001ED4,Doble Engineering,US
001ED2,Ray Shine Video Technology Inc,TW
001ECE,BISA Technologies (Hong Kong) Limited,HK
001E9D,"Recall Technologies, Inc.",US
001E95,SIGMALINK,KR
001E79,"Cisco Systems, Inc",US
001E54,TOYO ELECTRIC Corporation,JP
